alpha,beta,gamma,D,coherence,entropy
0.061412231357890285,0.11255460353015503,0.4572031733002989,0.7345630336951855,0.00010331098164565337,0.02123097637936606
0.09523566982957901,0.08481505800340346,0.62621063114393,0.9407823365483915,9.845646524920373e-05,0.018655181288263115
0.07086639204149153,0.11378802698784701,0.4369113047477722,0.6960898963884629,9.765790224020405e-05,0.019212476663489183
0.05504467894666338,0.09333458116988766,0.4646314170806474,0.9496391481128077,9.885685579297609e-05,0.019448259055185244
0.053473738248328614,0.09582228707098138,0.6731067029091666,0.8549690001856773,9.673211733221984e-05,0.018222195747925902
0.11113617022016267,0.10654575908251171,0.4566355952679093,0.6636094171670149,9.665343177367638e-05,0.0189329277045139
0.05913925604429929,0.11455983529274108,0.5069061617672048,0.631615337401169,9.956075022419744e-05,0.019024607285567704
0.10887643839583339,0.09109240541740912,0.37852893675346144,0.8031502284216959,9.989129601263148e-05,0.020255920462519766
0.10412556993643385,0.11072263787334555,0.6062881694916324,0.7970085747469052,9.914545701530928e-05,0.019210437901107377
0.07983147835697535,0.11704741066830805,0.8063107965181155,0.9664349647037332,9.541293718647837e-05,0.017730693177665565
0.057515590065937455,0.09225041199536724,0.5982612957823272,0.7508786231775543,0.00010183509736931867,0.02014613535942872
0.1165213867378972,0.11011413692101574,0.8589356689406615,0.7506234517509115,8.964837183000646e-05,0.01627511414896381
0.07799572198365637,0.08791804444987401,0.6024095265587819,0.9699123108483907,9.469535983779956e-05,0.017693858099213883
0.10492647379542988,0.10028480371851531,0.4740319690053427,0.8798135471257054,0.00010097841774745902,0.019670342247159012
0.08899964074383739,0.08884503767261726,0.7742007215074165,0.9621916283745967,9.438501613009362e-05,0.01730274299277498
0.11914329634310455,0.09270021568057586,0.34192134419571973,0.9980469327975322,0.0001034889217076336,0.021952722274783655
0.08841297008947241,0.11016506793164207,0.40596252629990803,0.7592889297895803,0.00010448226610683201,0.021535266137314282
0.08738210688194496,0.08472782837611595,0.3694277116250752,0.7520534021518821,0.0001096146161647871,0.024429995574242382
0.05723761457836396,0.08999817909490332,0.7433881712491412,0.625596668915864,9.010659337237877e-05,0.016304937233786395
0.08689060808404164,0.09059587826847058,0.8589920415352992,0.7551009698674366,8.991463973363462e-05,0.015909762032550016
0.09239747133469517,0.09581940105220527,0.440977645349669,0.7490204684221577,0.00010244457976785503,0.020395386455815213
0.06336963559211704,0.10347556237802538,0.3237570388379029,0.6557179831447403,0.00011561070563666845,0.02779304242423047
0.06370342754705298,0.11507819529335059,0.5174483317251308,0.6912817881761776,0.00010193910088427171,0.02037094703159532
0.10493271081010225,0.10813863245505295,0.7364654177132486,0.7763073935270296,0.00010220666742655157,0.021186932720821554
0.08930427807535256,0.11410235460626321,0.34058846991233754,0.9807114959535973,0.00011342792270762534,0.02693229608241055
0.09809268871476445,0.09199919941827925,0.7490077524393336,0.6173349051688213,9.848407664669186e-05,0.019504646939655167
0.09537960953913335,0.09144637695833108,0.3518684419105699,0.6526785796603491,0.00010840038096845678,0.023878465219602938
0.0645264664908896,0.1112760275612247,0.7052767468918244,0.7896837979113454,9.605472424220631e-05,0.017847242943865204
0.1088820630620541,0.08005482301792158,0.3839668244277352,0.9835732277187306,0.00010187866304526807,0.02078857693196889
0.057205982657171014,0.09088529434948203,0.7222186066745804,0.9365694568597127,9.725389216372571e-05,0.018617849989430554
0.1053828905014946,0.08805771062581567,0.6689157321361419,0.8128514559567598,9.879726789140991e-05,0.019498588215453208
0.09088521790151663,0.1067599900868351,0.7836186550356192,0.9919119744011246,9.242605455067787e-05,0.016807216452175224
0.09364956943317292,0.09215395629170058,0.45392199263472977,0.6803715162078918,0.00010099914767366598,0.01987206624306765
0.06232879192839037,0.10688349821958126,0.7370822478741319,0.7773834829119081,9.877976454973535e-05,0.0189145803254913
0.07062494315642145,0.09882587219059027,0.504953420516336,0.7476034829114468,9.826329750994073e-05,0.0189662785272562
0.08741014244868082,0.10577574050792546,0.3643718616602329,0.8845962182777997,0.00010491506406750095,0.02218656085047407
0.055936291730942986,0.10374993690366179,0.7066458529088102,0.8724123335431674,9.569639171270725e-05,0.017662708102341235
0.09761006919291863,0.11114375978209037,0.40410735615615706,0.8262241271355456,0.0001052143743493774,0.02196619475711299
0.08277189219167261,0.10243700068118052,0.38519532038091303,0.9589424205805029,0.00010225047265959208,0.020955681926763843
0.07547309550487717,0.10852768177544393,0.5777194320935433,0.6279981874989263,9.953062890195244e-05,0.019391553479996368
0.10320531876147898,0.0949081093229408,0.6476314639054308,0.8173566565775727,0.00010023616080643893,0.01981872151265275
0.0672147607901182,0.10378789389405313,0.30520783254702966,0.7074470388623653,0.00010376202160764998,0.022951249461168936
0.11098958800590095,0.10386855153597797,0.419567785833857,0.9303525218814599,9.99699178978908e-05,0.019934924680797814
0.10331383586993725,0.11965901277957405,0.6660930119697281,0.7454088190899373,0.0001034667000460527,0.021812599669635772
0.11597626938185362,0.08233825827067674,0.3123637339926322,0.7615878210142235,0.00011165863021707446,0.02614465226447579
0.08588582956527749,0.09522387528172338,0.7089156737399988,0.9319527504651649,9.827815929606043e-05,0.0191885499398815
0.06985890198393414,0.08596666459705911,0.5514343718876682,0.9941435414612896,9.961217166863294e-05,0.01944384835335655
0.0998500484039252,0.095840181953265,0.41974079615719656,0.9396488999978655,0.00010177812998762182,0.020641010068424216
0.1124316214721606,0.09738344737017032,0.5306371034554878,0.9333048619796256,0.00010836196158603949,0.02401766314153464
0.07904576389337671,0.08754712432819138,0.34713426325313423,0.6075301204875734,9.983767193718352e-05,0.02089087265675751
0.1046864628333978,0.08169037799896225,0.39715277086503303,0.9716493107478739,9.940775912609606e-05,0.020195535879828547
0.0809857173905898,0.11245123633016468,0.56275882357008,0.9571955325911221,9.82063636048878e-05,0.018983192819852918
0.09169223734663728,0.0913525436635826,0.32332741813498383,0.7626365626504162,0.00010245129920364123,0.02213958956258081
0.11864498768703709,0.09790238220093517,0.35980805877484384,0.906185493573844,0.00010781096819323202,0.023358074037021167
0.11164664386626416,0.11704609072339076,0.5077612245874661,0.8785444914721786,0.00010066658745726903,0.01982385381186065
0.05647281216902308,0.0900033540596692,0.7753402547290331,0.917932811893961,0.00010424660179379224,0.02337612202108611
0.10817609908594916,0.09683072521149048,0.5940948721798949,0.7356932798614535,0.00010469519542443041,0.022022620802244246
0.060118561325077584,0.08314178140209094,0.73610641334497,0.9016206644812211,9.930837372597655e-05,0.019485721777633764
0.09879650545527394,0.10815256746209634,0.38287889561532534,0.703949790249602,0.00011376582283612394,0.02691602038342648
0.06868019115403477,0.08823223263770136,0.7778546324190077,0.9581150896144434,9.586717235867794e-05,0.017956065561353717
0.08234765674693822,0.11420989531425503,0.4747083229400004,0.7228618773079172,0.00010681365502908968,0.022803716762852436
0.07566811014458297,0.11967596748721891,0.5167101858696279,0.8706764878071047,9.562105923924616e-05,0.01799161815549402
0.08195842157654906,0.1086499197899565,0.772325634814695,0.7528138067045691,9.518405915921331e-05,0.017542729568896645
0.11702081370495751,0.10575022724557588,0.807668887367273,0.8117040706057964,9.042358507928317e-05,0.016207550006194872
0.06068987345252244,0.10612907566530151,0.8211909476011563,0.8723098634258823,8.805865142766744e-05,0.015055921448399054
0.08892548695001559,0.10743896412030894,0.6856725556553465,0.9571814858953219,9.889410641624254e-05,0.01915996088165336
0.052566033975950846,0.08310050043362686,0.7430906250659481,0.8717285006831283,9.859954097157612e-05,0.01948598916828092
0.08400075066641462,0.09237334789014846,0.49436647814708023,0.6034065719620985,9.528839661215246e-05,0.018214610913898987
0.09306256308390816,0.08405364958990526,0.44147986680368434,0.9546211674056362,9.63179652209645e-05,0.01854150570634355
0.07913080960422111,0.08278497409591203,0.8276404745005401,0.6665016130077263,8.787673803209254e-05,0.0150956131009332
0.11405643141368749,0.1198339479961116,0.5767501468468264,0.7251982324959445,0.00010694653710618904,0.02361100963782326
0.08571469954624628,0.1072443767933553,0.7104313144725172,0.878044358481896,9.010618628422677e-05,0.01568076455150626
0.0774901114138865,0.11032785606862175,0.32472248851424484,0.8505601915021477,0.00010141498124447642,0.021400225554246234
0.07476846099454681,0.09301017838073619,0.32377583467295695,0.880378012015358,0.00010704247100370186,0.023268401741885276
0.11088456961285266,0.10593580125625032,0.6986336342410996,0.8337904803110012,9.52021691852561e-05,0.017551931009400917
0.11099820998901527,0.1115870739137203,0.7600257224453959,0.8564462375645236,0.00010191765073131326,0.021427226811766707
0.09116976774686272,0.10806929148009303,0.3283634204353472,0.6555307182431207,0.000100930085688462,0.021714321763871527
0.067184155358676,0.09971026917293224,0.5225001477890594,0.743223611018771,0.00010507519601049331,0.021647225547174544
0.08365701119447508,0.08164623095666407,0.8522555632173576,0.9680754589050361,9.951828857269923e-05,0.020279345047952653
0.09332354870226135,0.11726683575766733,0.6931053153860267,0.6925252524854906,9.400114910571112e-05,0.017394789375741165
0.05359530932626527,0.10291788728023846,0.6267137495359323,0.7035956737169229,9.200540994682678e-05,0.016663964380392114
0.053395116854508554,0.11731835366547036,0.4141405374764977,0.7029642529718347,9.98624735189008e-05,0.019637478118318927
0.11935563657156006,0.09871477351635816,0.4605516156251208,0.9647820532144882,9.833797312409308e-05,0.019280349542752397
0.09880255446892391,0.10393080560738105,0.8257282096456082,0.9487279217022849,9.523840402111603e-05,0.01782796828843733
0.06743844167180657,0.08055500865975508,0.33273453037978723,0.6401751048758847,0.00010540994234177373,0.02276380903228453
0.05116943216924204,0.08956223627895056,0.4948801871345506,0.8294873090203001,0.00010324020353671073,0.020904499473245193
0.08204003891725245,0.10799722416422797,0.42310771758639454,0.6469336280380896,0.00010127889121811359,0.019971642248357752
0.050997539853942495,0.10291805280122666,0.36897773354403274,0.6010864221388328,0.0001002924914165882,0.02075414205837495
0.08055238764247309,0.09059423148300558,0.5367743726994223,0.6903365764097362,9.80279522153792e-05,0.018700100741270247
0.0846511821207939,0.10322041705819787,0.4686272804650988,0.6514663469419897,0.00010445775322871236,0.02211156542322027
0.11820650489993138,0.0897987461598462,0.8911016754109022,0.6489850178955084,9.216399285453278e-05,0.01699493244779812
0.08985022501871501,0.1155601939363474,0.5290024360657966,0.931704177852337,9.505803971182473e-05,0.0177357984585391
0.051996069598803624,0.09558424255499776,0.31207448651578396,0.9496707943094218,0.00010693427491481394,0.02390440068363123
0.11881068874406772,0.09189408042909544,0.5642681349853125,0.6396675831595976,0.00010744012437161198,0.023566094868775502
0.11724644548419547,0.0923165022068279,0.5167192292151228,0.7145948223166319,9.880994407396036e-05,0.01904428415767388
0.11880525332340755,0.10961277175001641,0.6637309952820026,0.707663598013112,9.5771283558106e-05,0.01802954195865238
0.08477356146151484,0.10550734881210654,0.8377991529888544,0.9650166121831191,9.36658827772647e-05,0.01744326674223025
0.06652376002408066,0.10764305970541849,0.6142883068883527,0.9124541007920747,0.00010131972024721908,0.02041481258079589
0.11754309336777256,0.10037942581494784,0.535266022912729,0.7983521263426785,9.502095430896248e-05,0.01792351360694172
0.0923362435575696,0.10840738883523751,0.7631681968633852,0.7123417366412176,9.893344394687482e-05,0.01933616765739064
0.06452421173974528,0.11864810967278734,0.8496740942214767,0.9752363073583531,9.889157247591758e-05,0.020138837493560584
0.08639477085219219,0.08966329978882862,0.8913981664044199,0.8340231233112434,9.773306410439892e-05,0.0198401566845253
0.11791766091847401,0.11938998242403605,0.591136816940472,0.7251424704493666,0.00010672999375879367,0.023324023130111806
0.09110454472496535,0.09095475233721062,0.7483357594215667,0.9798694479231691,9.35545431456196e-05,0.01704176709549168
0.06734864285566797,0.08300755371699065,0.7194410823104284,0.6091746866568389,9.174013772732804e-05,0.01629780578351768
0.08883562149981164,0.1093535372956431,0.8122446037745588,0.6935411562209713,9.127948142997303e-05,0.016104600977770497
0.10521733356658244,0.1092584331335914,0.35816186747223605,0.67036040914859,0.00010992010087925463,0.02466263353165141
0.10387572931367471,0.08173966208097609,0.42502403783189274,0.9843968246176483,0.00010917723136570475,0.02421747549534134
0.08419718929682818,0.09202726286036678,0.7554189251585197,0.7533817785344267,9.693576464720033e-05,0.018622412591184145
0.10171269062778798,0.08872904372811771,0.5165562215112446,0.8771399641110289,9.416843598716207e-05,0.017562828444295284
0.07593188787317331,0.11443746467018506,0.7234011324968603,0.8117423909420435,9.040205524011806e-05,0.015817567388386883
0.11711640560729718,0.08368009589338347,0.7896671616478446,0.8211104656830832,9.63207995312946e-05,0.018633690026134176
0.10784622004109831,0.08833208530952538,0.8326538671909294,0.8194594539372304,8.740834442834475e-05,0.015230242095864146
0.0864041792116872,0.10680315896240125,0.7381091029946396,0.6464935574639074,9.47217701321017e-05,0.017513954536885736
0.11719517368713923,0.10201873813112027,0.8344260170587181,0.7246216438800682,9.610536214655813e-05,0.01851010204915895
0.07822805499129261,0.08926185535440558,0.668270814334246,0.6117871216567524,9.059693682251457e-05,0.016412689341565048
0.09699813749776487,0.08819730952409567,0.41432588202478515,0.7916554768279531,9.879422569466565e-05,0.019508650003802464
0.10432259700312156,0.09312831821916885,0.6418507092032413,0.7259790385230149,9.819635503175819e-05,0.018451153859699487
0.11010878841669777,0.09252700608156442,0.4471462844205223,0.9211037033575529,0.00010498111820551737,0.02162278225443904
0.05960405196733858,0.08873411809966777,0.3102992956724472,0.92440814691523,0.00011572414881755927,0.02799446525814838
0.0657532550261498,0.08420914924673902,0.48744264958212136,0.8841771298854966,0.00010407601488754703,0.021552989802626613
0.0810102518664044,0.10060827546165976,0.5077052157824876,0.7682432878735663,9.659038575401599e-05,0.018463362821357306
0.056425348447135044,0.08042701010061426,0.5064224911589947,0.9682202232300917,0.00010774596878782202,0.023646599608386054
0.11023215890140493,0.10456923911415383,0.5006404156239307,0.9853659452622406,9.61878925092845e-05,0.018342060398002527
0.09339384071323534,0.10863967533256216,0.5396457019770744,0.8613969995443127,9.615729295470891e-05,0.018140517963086845
0.0905310934291722,0.09506070096256505,0.33774449460450023,0.8903085833904802,0.00010210668181709648,0.021809554262018114
0.06845552124981633,0.10016528087272178,0.8848758328948194,0.623475225663359,8.649721851237793e-05,0.014985861236263278
0.10573687532775039,0.08899888216234203,0.5321494782508676,0.7475827499068401,9.850721890438569e-05,0.018793026477115872
0.05414147569930571,0.10147661538114627,0.5762442078665759,0.6824021062774792,0.00010111398477384809,0.020291061432725625
0.08338526601856114,0.09526972669151874,0.5397666420650684,0.8202021093628429,9.83953098013412e-05,0.018630113820302684
0.11594477469112034,0.08252139076688189,0.48053288129339955,0.6732558613941828,0.00010465657113809692,0.022170738215218307
0.055157351639134454,0.09112565943593165,0.6066276088375308,0.680711432367874,0.00010689332291840552,0.02422708020768179
0.08133238462657345,0.1020823205671729,0.36110816713870286,0.683436596907347,0.00010119341356370308,0.021033886994510916
0.1100502949702054,0.10001058094912874,0.6613228077398533,0.737473287245374,9.613087383304582e-05,0.018148347001851688
0.08089209173529807,0.08770607506601573,0.8159970323302412,0.9112314558754611,8.831775336706963e-05,0.015525457648895596
0.1112582643395126,0.09076321018957637,0.5056980588545659,0.7772424280315509,9.608287402658043e-05,0.018387631453718342
0.11664455214202743,0.10252466553663861,0.8181348453545219,0.6464772843613654,0.00010016609741604511,0.02073972260406033
0.09629051089696797,0.10207346450902344,0.49399174265686524,0.8288829034984012,9.566429764550247e-05,0.018406391166071054
0.06655197325162425,0.10830894131725331,0.3182808339227263,0.7772433288412677,0.00011211055209586906,0.025985880545621586
0.05094434255274217,0.08549589119527966,0.7785733173441662,0.7169816430536815,0.00010108173749599575,0.020917805090134495
0.11849872451846047,0.09345736983970018,0.7346024581023021,0.9311493286389533,0.00010052295244028594,0.02042047280764354
0.07980753715955016,0.1189934995709484,0.3379032206530666,0.9139259550594591,0.00010779418228720813,0.02363177126022658
0.10425894358474681,0.09529684107408284,0.7523237333097883,0.8039145462639842,9.559290314550439e-05,0.01813005949068323
0.108525698071158,0.10017629837783483,0.7626532296410626,0.9874363497842633,9.028880334690338e-05,0.016046281096305483
0.1084959320482656,0.10880728154984798,0.36981852481158756,0.8805040115755215,0.00010396723022047672,0.02158363263170015
0.09175958193827057,0.09437342176757149,0.7123666023418853,0.8157184568548572,9.417159827006214e-05,0.017103059769509314
0.11543500448909577,0.0903045770934297,0.3584587523572782,0.8148244703041057,9.96866511640778e-05,0.02055231483997656
0.09365307780148013,0.093692243685546,0.44226097565715383,0.8141671537959553,0.00010041517727544537,0.01989954829906334
0.07309914989003699,0.09777103692818373,0.36710080751329965,0.8309159762669696,0.00010501947312474684,0.022199212266413887
0.1122979578272971,0.08072183739301418,0.6027199621657964,0.7885198226384323,9.845590122645118e-05,0.018808895941057814
0.06429456360850258,0.10123477320739234,0.6233685345978226,0.8931568636462177,0.00010282596369122585,0.021243018104349646
0.05396924166832556,0.11982681194400163,0.46595218991836274,0.8085228953327527,0.00010527070148894107,0.021760934831423478
0.08947700604244035,0.09617880058839746,0.44196608334456966,0.7702404528951186,0.0001045992533214527,0.02153229724619315
0.07070543795479657,0.09592166754549553,0.5412813173583375,0.7399997381725507,0.00010258122460034747,0.02067323995131612
0.05717226860817956,0.11130997076500371,0.33873656809011926,0.9380745075791903,0.00011057319571428945,0.025089527318658423
0.07512124228386644,0.09453600916899407,0.8706196316905583,0.9947822681572915,0.00010305237922268672,0.023281490235551806
0.06605399140235158,0.08470556185898724,0.5621599555560195,0.6618273483036593,0.00010259205344593176,0.020923237959435497
0.07415182985952912,0.08793517611045848,0.4390741563680271,0.6155731074776819,0.00010783591189970027,0.023290466164918547
0.07771455382287666,0.1148097385794895,0.8086864635222968,0.8170153196468974,9.58577027114755e-05,0.01819078641278671
0.05042926994124946,0.10744293177679559,0.6880245552564395,0.98345785668993,0.0001065134751966763,0.024400618450560713
0.06163277958157021,0.08416739225143752,0.7976521254887528,0.8381999543828071,9.298947583629876e-05,0.017015289570505236
0.08100105765344517,0.08658986869174623,0.8129019258404213,0.6792584491443021,8.898923000460885e-05,0.015476645856010156
0.11501550422306785,0.09370056373881311,0.3764079539900199,0.756947741925629,0.0001033111090877459,0.02163292172696824
0.054020225526614285,0.10548050166551284,0.31696099472660594,0.8088920498391774,0.00010277196562365815,0.02220276137470608
0.06092741968441489,0.09419310182542887,0.47679568828528884,0.8551696354888965,0.0001014405211472236,0.01975531835227958
0.07201658619182659,0.10456262992590998,0.32936638882170716,0.6189552384183682,0.00010874389986266913,0.024327544807853606
0.09493052694729948,0.08848535627764352,0.6040604285829716,0.7365940214259801,9.47840228829684e-05,0.01751450653763804
